ID,Etymon ID,Headword (Source Spelling),Headword (Practical Orthography),Headword (IPA),Part of Speech,Meaning (Spanish),Meaning (English),Sources,Full Original Entry,Alternate forms/spellings,Other,Editors,,Manuscript Page Number,Isolated Manuscript Latin,Latin Definition/Stems,Manuscript Spanish,Questionable/English,Isolated Manuscript Spanish,Meaning Spanish (unmodernized)
CHTMISC243,,hitzil l. izil hitzinbil,hitzil; isil; hitzinb'il,,,vedado,forbidden,"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",bedado; hitzil l. izil; hitzinbil,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.90,,,bedado,,,bedado
CHTMISC244,,lab,lab',,,barbasco; es bejuco que sirve de matar pescado,poison (to kill fish),"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",barbasco; lab; es bejuco q~ sirbe de matar pescado,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.90,,,barbasco,,es bejuco q~ sirbe de matar pescado,barbasco; es bejuco que sirve de matar pescado
CHTMISC245,,lab,lab',,,bejuco; sirve de barbasco,vine,"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",bejuco; lab; sirbe de barbasco,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.90,,,bejuco,,sirbe de barbasco,bejuco; sirve de barbasco
CHTMISC246,,chacchac cancan v-mex v-hol,chakchak; k'ank'an umex uhol,,,bermejo,vermilian; blonde hair,"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",bermejo; chacchac; cancan v-mex; v-hol,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.90,,,bermejo,,,bermejo
CHTMISC247,,bixi u-ti:,b'ixi uti',,,vomito; frase: se le fue la boca,vomit,"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",bomito; bixi u-ti: frase; se le fue la boca,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.90,,,bomito,,frase: se le fue la boca,bomito; frase: se le fue la boca
CHTMISC248,,catunil catuni ,katunil; katuni ,,,batalla; batallar,battle; war,"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",batalla; catunil; catuni	batallar,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.90,,,batalla,,batallar,batalla; batallar
CHTMISC249,,tzitix uy-oc com uy-oc,tzitix uyok; kom uyok,,,bajo de cuerpo,short (body height),"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",bajo de cuerpo; tzitix uy-oc; com uy-oc,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.90,com,"com adv together;
com prep with, together/jointly/along/simultaneous with, amid; supporting; attached; under command/at the head of; having/containing/including; using/by means of;",bajo de cuerpo,,,bajo de cuerpo
CHTMISC250,,taual vtz ix,tawal; utz ix,,,basta,sufficient; enough,"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",basta; taual; idem vtz ix,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.91,idem,"idem, eadem, idem  PRON. (w/-dem ONLY, idem, eadem, idem) same, the same, the very same, also;",basta,,,basta
CHTMISC251,,balaquil acchuchil zaculiel,b'alakil; akchuchil; sakuliel,,,burlador; verbo,mocker; take advantage of,"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",burlador; balaquil; acchuchil; zaculiel; vº,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.91,,,burlador,,vº,burlador; verbo
CHTMISC252,,haiam,hayam,,,bostezo,yawn,"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",bosteso; haiam,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.91,,,bosteso,,,bosteso
CHTMISC253,,chuchi,chuchi,,,burlar,make fun of,"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",burlar; chuchi,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.91,,,burlar,,,burlar
CHTMISC254,,chuchil,chuchil,,,burlador; como loco o bellaco,scoundral; mocker,"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",burlador; chuchil; como loco o bellaco,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.91,,,burlador,,como loco o bellaco,burlador; como loco o bellaco
CHTMISC255,,chinil emalcah nucbin,chinil; emalkah; nukb'in,,,boca abajo,face down,"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",boca abajo; chinil; emalcah; nucbin,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.91,,,boca abajo,,,boca abajo
CHTMISC256,,zut,sut,,,vuelta,return,"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",buelta; zut,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.91,,,buelta,,,buelta
CHTMISC257,,haxa,haxa,,,batir chocolate,whisk (chocolate),"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",batir chocolate; haxa,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.91,,,batir chocolate,,,batir chocolate
CHTMISC258,,hitzpael,hitzpael,,,volver atrás,go back,"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",bolber atras; hitzpael,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.91,,,bolber atras,,,bolber atras
CHTMISC259,,mizu,misu,,,barrer ojo,rid (of evil eye),"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",barrer ojo; mizu,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.91,,,barrer ojo,,,barrer ojo
CHTMISC260,,tzaclanael,tzaklanael,,,buscar; verbo neutro,seek; search,"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",buscar; tzaclanael; vº neuº,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.91,,,buscar,,verbo neuº,buscar; verbo neutro
CHTMISC261,,pacxiel,pakxiel,,,volver de alguna parte; verbo neutro,return,"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",bolber de alga. parte; pacxiel; vº neuº,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.91,,,bolber de alga. parte,,verbo neuº,bolber de alga. parte; verbo neutro
N3861,ETYMON1862,nabte,nab'te',,,bara,bar; rod; staff (of command),"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",bara; nabte,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.91,,,bara,,,bara
N796,ETYMON406,ti,ti',,,boca,mouth,"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",boca; ti,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.91,,,boca,,,boca
CHTMISC262,,tzobil,tzob'il,,,buboso,sores,"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",buboso; tzobil,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.91,,,buboso,,,buboso
CHTMISC263,,pac lum,pak lum,,,bajareque; casa de lodo y cañas,wattle and daub house,"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",bajareque; pac lum; casa de lodo y cañas,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.91,casa,"casa, casae fem. cottage/small humble dwelling, hut/hovel; home; house; shop, booth; farm (late);
cado, cadere, cecidi, casus [3] vi fall, sink, drop, plummet, topple; be slain, die; end, cease, abate; decay;",bajareque,,casa de lodo y cañas,bajareque; casa de lodo y cañas
CHTMISC264,,ymezer juhlun?,imeser juhlun?,,,bruñir,polish,"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",bruñir; ymezer  juhlun?,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.91,,,bruñir,,,bruñir
CHTMISC265,,mamcuc zoi,mamkuk; soy,,,bajareque sin lodo,wattle (woven willow sticks),"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",bajareque sin lodo; mamcuc; zoi,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.91,,,bajareque sin lodo,,,bajareque sin lodo
