id,semantic tag,etymon id,language,part of speech,word (source spelling),word (practical orthography),word (ipa),english definition,spanish definition,source,page number,full original entry,alternate forms,other,editors
CHTMISC1384,PW_LA,,Ch'olti',noun,nohucum,nohukum,,lagoon,laguna,CCM,135,laguna; nohucum; nohailicum,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1385,PW_LA,,Ch'olti',noun,nohailicum,nohailikum,,lagoon,laguna,CCM,135,laguna; nohucum; nohailicum,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
KAUV1145,MO_SH,KAUETYMON1570,Ch'olti',transitive verb,tihtin,tihtin,,shake,sacudir,CCM,135,limpiar; sacudir; tihtin,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1386,SR_PL,,Ch'olti',noun,tanxelh,tanxelh,,the other side,la otra parte,CCM,135,la otra parte; tanxelh,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1387,SR_PL,,Ch'olti',adjective,naial,nayal,,lopsided,ladeado,CCM,135,ladeado; naial,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1388,BP_FA,,Ch'olti',noun,uta ahcucai,uta ahkukay,,mole; birthmark,lunar,CCM,135,lunar; uta ahcucai,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1389,TI_EN,,Ch'olti',noun,ulahcal,ulahkal,,the last; final,lo último,CCM,135,lo ultimo; ulahcal,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1390,SR_FL,,Ch'olti',adjective,xahlum,xahlum,,even ground,llano; llanada,CCM,135,llano; llanada; xahlum,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1391,LM_RD,,Ch'olti',intransitive verb,ilhun,ilhun,,to read,"leer; de, por ver",CCM,135,leer; ilhun; de ylla; por ber,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1392,LM_RD,,Ch'olti',intransitive verb,ylla,ila,,to read,"leer; de, por ver",CCM,135,leer; ilhun; de ylla; por ber,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1393,[nan entries omitted],,Ch'olti',noun,,,,,fr. rodrigo de jesus; sacramentado,CCM,136,Fr. Rodrigo de Jesus; sacramentado,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1394,FD_CO,,Ch'olti',noun,,,,,viua jesus maria y joseph,CCM,137,Viua Jesus Maria y Joseph,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
KAUN4417,AV_FC,KAUETYMON2091,Ch'olti',noun,chol,chol,,cornfield,milpa,CCM,137,Milpa; chol,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1395,LM_AW,,Ch'olti',pronoun,timba,timba,,to me; for me,mío,CCM,137,mio; timba,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
KAUN1274,BP_LE,KAUETYMON586,Ch'olti',noun,a,a,,thigh,muslo,CCM,137,muslo; a,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1396,EM_BD,,Ch'olti',adjective,lob,lob,,bad;not good,malo,CCM,137,malo; lob; ahxi; acxi; lob; ma utz idem; lo,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1397,EM_BD,,Ch'olti',adjective,ahxi,ahxi,,bad;not good,malo,CCM,137,malo; lob; ahxi; acxi; lob; ma utz idem; lo,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1398,EM_BD,,Ch'olti',adjective,acxi,akxi,,bad;not good,malo,CCM,137,malo; lob; ahxi; acxi; lob; ma utz idem; lo,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1399,EM_BD,,Ch'olti',adjective,ma utz,ma utz,,bad;not good,malo,CCM,137,malo; lob; ahxi; acxi; lob; ma utz idem; lo,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1400,EM_BD,,Ch'olti',adjective,lo,lo,,bad;not good,malo,CCM,137,malo; lob; ahxi; acxi; lob; ma utz idem; lo,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1401,SO_NT,,Ch'olti',noun,ahpolom ahchon,ahpolom ahchon,,merchant,mercader,CCM,137,mercader; ahpolom; ahchon,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1402,SO_NT,,Ch'olti',noun,ahçat,ahsat,,doctor,medico,CCM,137,medico; ahçat,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1403,PA_MA,,Ch'olti',noun,çac,sak,,medicine,medicina,CCM,137,medisina; çac,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1404,MT_FS,,Ch'olti',noun,ahpatpehcahel,ahpatpehkahel,,liar,mentiroso,CCM,137,mentiroso; ahpatpehcahel,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1405,PA_BK,,Ch'olti',transitive verb,acxilez,akxiles,,to damage; to corrupt,malear,CCM,137,malear; acxilez,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1406,EM_PS,,Ch'olti',noun,cana,kana,,need; want,menester,CCM,137,menester; cana,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1407,PA_MA,,Ch'olti',transitive verb,baibailez,b'ayb'ayles,,to make someone better,mejorar a otro,CCM,137,mejorar a otro; baibailez,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1408,EM_FF,,Ch'olti',noun,bacat,bakat,,fear,miedo,CCM,137,miedo; bacat,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1409,EM_BD,,Ch'olti',adjective,hunalh,hunalh,,very bad,muy malo,CCM,137,mui malo; hunalh l. unalh; nool idem desbarrº.,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1410,EM_BD,,Ch'olti',adjective,unalh,unalh,,very bad,muy malo,CCM,137,mui malo; hunalh l. unalh; nool idem desbarrº.,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1411,EM_BD,,Ch'olti',adjective,nool,nool,,very bad,muy malo,CCM,137,mui malo; hunalh l. unalh; nool idem desbarrº.,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1412,BP_DD,,Ch'olti',adjective,,,,dying,moribundo,CCM,137,moribundo; lo mesmo,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
KAUN2282,AN_MK,KAUETYMON988,Ch'olti',noun,batz,batz,,bearded monkey,mono barbado,CCM,137,mono barbado; batz,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1413,BP_PR,,Ch'olti',noun,butul ixic,but'ul ixik,,pregnant woman,mujer preñada,CCM,137,muger preñada; butul ixic,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
KAUN1232,BP_HN,KAUETYMON568,Ch'olti',noun,cab,k'ab',,hand arm,"mano, brazo",CCM,137,mano; cab,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1414,MT_TO,,Ch'olti',adverb,inv-ila,inwila,,it seems to me; i see it,me parece,CCM,137,me parese; inv-ila,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1415,FD_CO,,Ch'olti',transitive verb,çaha,saha',,to soak; to steep,meter en el agua,CCM,137,meter en el agua; çaha,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1416,PA_MO,,Ch'olti',noun,u-cabcha,uk'ab' cha',,pestle,mano de piedra,CCM,137,mano de piedra; u-cabcha,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1417,PA_RC,,Ch'olti',noun,chaham,chaham,,rope; twine; lasso,mecate,CCM,137,mecate; chaham,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1419,TI_NN,,Ch'olti',noun,ticboiquin,tikb'oykin,,noon,mediodía,CCM,137,mediodia; ticboiquin l. tecboiquin,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1420,TI_NN,,Ch'olti',noun,tecboiquin,tekb'oykin,,noon,mediodía,CCM,137,mediodia; ticboiquin l. tecboiquin,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1421,MK_BO,,Ch'olti',noun,chahom,chahom,,lad,mancebo,CCM,137,mansebo; chahom,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1422,BP_EY,,Ch'olti',intransitive verb,chanle,chanle,,to stare down,mirar de mala guisa,CCM,137,mirar de mala guisa; chanle,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1423,BP_DD,,Ch'olti',noun,chamel,chamel,,death; dead,muerte; muerto,CCM,137,muerte; muerto; chamel; chamen,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1424,BP_DD,,Ch'olti',noun,chamen,chamen,,death; dead,muerte; muerto,CCM,137,muerte; muerto; chamel; chamen,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
KAUV2354,BP_KI,KAUETYMON2753,Ch'olti',transitive verb,chamze,chamse,,to kill,matar,CCM,137,matar; chamze; tamze,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
KAUV2354,BP_KI,KAUETYMON2753,Ch'olti',transitive verb,tamze,tamse,,to kill,matar,CCM,137,matar; chamze; tamze,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
KAUN3881,BP_BS,KAUETYMON1880,Ch'olti',noun,chacha,chacha,,gizzard,molleja,CCM,137,molleja; chacha,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1425,FD_ML,,Ch'olti',noun,colai,colay,,hand-mill,molinillo,CCM,137,molenillo; colai,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1426,MK_SM,,Ch'olti',noun,tzehna,tzehna,,stepmother,madrastra,CCM,137,madrastra; tzehna,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
KAUN4343,PA_MA,KAUETYMON2061,Ch'olti',noun,choh,choh,,mask,máscara,CCM,137,mascara; choh,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1427,AV_FC,,Ch'olti',noun,cholo,cholo,,to farm (of cornfield),milpear,CCM,137,milpear; cholo,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1428,AV_FA,,Ch'olti',noun,ahchol,ahchol,,farmer (of cornfield),milpero,CCM,138,milpero; ahchol,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1429,EM_PS,,Ch'olti',noun,chactail,chaktail,,misery,miseria,CCM,138,miseria; chactail; coquil,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1430,EM_PS,,Ch'olti',noun,coquil,kokil,,misery,miseria,CCM,138,miseria; chactail; coquil,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1431,EM_PS,,Ch'olti',adjective,chacta,chakta,,miserable,miserable,CCM,138,miserable; chacta; coc idem,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1432,EM_PS,,Ch'olti',adjective,coc,kok,,miserable,miserable,CCM,138,miserable; chacta; coc idem,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1433,EM_PT,,Ch'olti',adjective,ahaoilia,ahaoylya,,merciful,misericordioso,CCM,138,misericordioso; ahaoilia,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1434,EM_PT,,Ch'olti',noun,aoilia,aoylya,,mercy,misericordia,CCM,138,misericordia; aoilia,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1435,EM_PS,,Ch'olti',intransitive verb,chactain,chaktain,,to cause misery,miserear,CCM,138,miserear; chactain,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1436,AN_AN,,Ch'olti',noun,u-chiia baquil bacat,uchiya bakil bakat,,to fatten (of animals),manteca; ceba,CCM,138,manteca; u-chiia baquil bacat; ceba lo mesmo,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1437,SP_WD,,Ch'olti',,tzamel,tzamel,,to get wet,mojarse,CCM,138,mojarse; tzamel; mojado tzamai,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1438,SP_WD,,Ch'olti',,tzamai,tzamay,,to be wet,mojado,CCM,138,mojarse; tzamel; mojado tzamai,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1439,MT_TR,,Ch'olti',transitive verb,chuqui,chuquy,,to spy on; to watch from hiding,mirar a escondidas,CCM,138,mirar a escondidas; chuqui,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1440,SR_MS,,Ch'olti',transitive verb,zapin,sapin,,to measure by armloads,medir abrazados,CCM,138,medir abrasados; zapin,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1441,SR_LF,,Ch'olti',noun,ziic cab,siic k'ab',,left hand,mano izquierda,CCM,138,mano isquierda; ziic cab,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1442,SR_RI,,Ch'olti',noun,nocab,nok'ab',,right hand,mano derecha,CCM,138,mano derecha; nocab; tocab,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1443,SR_RI,,Ch'olti',noun,tocab,tok'ab',,right hand,mano derecha,CCM,138,mano derecha; nocab; tocab,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1444,FD_DO,,Ch'olti',noun,ziquiluboc,sikilub'ok,,spoiled corn dough,masa desabrida,CCM,138,masa desabrida; ziquiluboc,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1445,BP_NO,,Ch'olti',noun,zim,zim,,mucus,mocos,CCM,138,mocos; zim; zihm,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
KAUN1020,BP_NO,KAUETYMON479,Ch'olti',noun,zihm,zihm,,booger,moco,CCM,138,mocos; zim; zihm,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1446,SR_WL,,Ch'olti',noun,zic,zik,,wall,muro; edificio,CCM,138,muro; zic; edifisio,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1447,SR_PO,,Ch'olti',adjective,çobil,sob'il,,notch,mellado,CCM,138,mellado; çobil,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1448,BP_PE,,Ch'olti',noun,cuul,kuul,,penis,miembro viril,CCM,138,miembro biril; cuul l. cul,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1449,BP_PE,,Ch'olti',noun,cul,kul,,penis,miembro viril,CCM,138,miembro biril; cuul l. cul,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1450,SP_SG,,Ch'olti',intransitive verb,nenin,nenin,,to look into a mirror,mirarse al espejo,CCM,138,mirarse al espejo; nenin,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
KAUN41,SO_CM,KAUETYMON11,Ch'olti',noun,ebet,eb'et,,messenger,mensajero,CCM,138,mensagero; ebet; tacatz idem,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1451,SO_CM,,Ch'olti',noun,tacatz,takatz,,messenger,mensajero,CCM,138,mensagero; ebet; tacatz idem,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1452,LM_LI,,Ch'olti',noun,tza ltza,tza itza,,lie,mentira,CCM,138,mentira; tza ltza l. tzail; tambien patpehcahel,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
CHTMISC1453,LM_LI,,Ch'olti',noun,tzail,tzail,,lie,mentira,CCM,138,mentira; tza ltza l. tzail; tambien patpehcahel,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2025-03-04""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}"
